Корнелий,грубый,
Крис,христианин,
Кэмерон,кривоносый,
Лео,лев,
Леон,лев,
Логан,худенький,
Луи,знатный,
Луис,знатный,
Лука,светлый,
Лукас,светлый,
Льюис,громкий,
Люк,свет,
Майкл,подобный,
Макс,величайший,
Марк,маркиз,
Мейсон,каменщик,
Морган,морской,
Мохаммад,самый,
Мохаммед,самый,
Мухаммед,хвалимый,
Мэттью,дар,
Мэтью,дар,
Найджел,облако,
Натан,данный,
Нейт,Данный,
Ноа,умиротворяющий,
Оливер,войско,
Олли,наследник,
Оскар,копье,
Остин,почтенный,
Оуэн,хорошо,
Патрик,дворянин,
Пол,миниатюрный,
Радик,излучающий,
Райан,королевский,
Райли,храбрый,
Ричард,вождь,
Роберт,неувядающая,
Рон,боги,
Рональд,боги,
Ронни,мудрый,
Рори,красный,
Рубен,румяный,
Руперт,неувядающая,
Самуэль,услышанный,
Себастьян,из Себэйста,
Сет,ослепляющий,
Сонни,мальчик,
Стивен,венок,
Стэнли,камень,
Тайлер,трудолюбивый,
Тедди,Богом,
Тео,дарованный,
Теодор,дар,
Тоби,бог,
Томас,близнец,
Томми,близнец,
Уильям,решительный,
Уинслоу,холм,
Феликс,счастливый,
Фредди,мирный,
Фредерик,мирный,
Фрэнки,свободный,
Харви,борющийся,
Харли,охотник,
Харольд,войско,
Харри,властелин,
Харрисон,сын,
Хьюго,сердце,
Чарли,мужчина,
Чарльз,мужчина,
Шерлок,смелый воин,
Эван,родившийся,
Эдвард,богатство,
Эдгар,богатый,
Эдуард,священный,
Эйден,огонь,
Элайджа,мой,
Эллиот,бог,
Элфи,"совет,",
Эмин,быстрый,
Энтони,состязающийся,
Абаль,дикая роза,
Абида,верующая,
Абир,аромат,
Абия,великая,
Абла,обладающая дивными формами,
Абра,пример,
Абрар,посвященная Богу,
Аватиф,чувства,
Адаб,надежда,
Адавийя,летний цветок,
Адара,девственница,
Адиба,хорошо воспитанная,
Адила,справедливая,
Адн,рай,
Ажар,цветы,
Азза,молодая,
Азиза,ценная,
Азила,благородного происхождения,
Азиль,нежность,
Азима,защитница,
Азир,любимая,
Азра,ночное странствие,
Азрар,таинство,
Аида,посещающая,
Аин,глаз,
Аини,весна,
Аиша,живущая,
Айят,стихиз,
Акила,жена,
Ала,символы,
Алима,мудрая,
Алия,занимающая высокое положение в обществе,
Аллудра,девственница,
Алмаз,бриллиант,
Алтаф,доброта,
Алуя,величественность,
Алхена,кольцо,
Альзахра,прозвище дочери,
Альзубра,звезда из созвездия Льва,
Амаль,надежда,
Аман,безопасность,
Амани,желания,
Амбер,драгоценность,
Амджан,величие,
Амина,достойная доверия,
Амира,принцесса,
Амса,достойное общество,
Анан,облака,
Анбар,аромат,
Анбарин,сделанная из амбры,
Анвар,лучи света,
Анджум,звезды,
Аниса,сокровенная,
Анмар,леопард,
Ара,мнение,
Арам,знаки,
Ариба,разумная,
Аридж,аромат,
Аруб,желанная мужу,
Асала,достоинство,
Асма,превосходная,
Асрийя,современная,
Атийя,дар,
Атифа,сострадательная,
Атьяф,фантазия,
Афаф,целомудренная,
Афийя,сумрак,
Афифа,целомудренная,
Афнан,три ветви,
Афра,белая,
Ахд,обет,
Ахлам,мудрая,
Ашвак,любовь,
Бадийя,единственная,
Бадра,полная луна,
Базайна,обладающая прекрасным,
Базила,храбрая,
Байсан,идущая,
Байян,чистота,
Бальзам,бальзам,
Балькис,имя королевы,
Бан,название дерева,
Банан,утонченная,
Бара,невинность,
Барака,благословение,
Барийя,непревзойденная,
Барика,процветающая,
Барира,верная,
Басима,улыбающаяся,
Басина,котенок,
Басма,улыбка,
Батул,давшая обет,
Бахайса,идущая,
Бахиджа,величественная,
Бахийя,красавица,
Бахира,сверкающая,
Башаир,хорошие вести,
Башира,радость,
Билькис,королева Шеба,
Бисар,юная,
Будур,полная луна,
Буср,незрелые финики,
Бухджа,радость,
Бухзатан,счастливая,
Бушра,добрый знак,
Гаада,красавица,
Гадир,поток,
Газала,газель,
Газаль,кокетство,
Гайда,юная,
Галийя,дорогая,
Ганийя,красивая девочка,
Гарам,любовь,
Гузун,ветви дерева,
Гунва,необходимая,
Гуфран,прощение,
Даад,древне арабское имя,
Дакира,"та,которая помнит
 о Боге",
Далаль,воспитанная,
Далийя,виноградное вино,
Данаб,золото,
Данийя,близкая,
Джабира,утешительница,
Джава,страсть,
Джавахир,драгоценность,
Джада,дар,
Джадва,дар,
Джала,ясность,
Джалила,ослепительная,
Джамила,красивая,
Джана,урожай,
Джанан,сердце,
Джанна,сад,
Джилан,льстивая,
Джинан,рай,
Джихан,река,
Джол,идущая свободно,
Джона,солнце,
Джохара,драгоценность,
Джувайрийя,жена Пророка,
Джуван,благовоние,
Джуд,щедрость,
Джуди,название горы,
Джуман,жемчуг,
Джумана,серебряный жемчуг,
Джун,залив,
Джуна,солнце,
Джухайна,название арабского,
Джухана,юная девушка,
Дима,дождевое облако,
Дуа,молящаяся,
Дунья,мир вселенная,
Дуньяна,наш мир,
Дурар,жемчуг,
Дуррийя,сверкающая,
Духа,утро,
Дхкийя,разумная,
Дхука,название солнца,
Иба,гордость,
Ибтисам,улыбающаяся,
Ибтихадж,радость,
Ибтихаль,молитва,
Иджлал,уважение,
Идхар,пух,
Изар,предпочтение,
Издихар,цветущая,
Изза,мощь,
Икрам,гордость,
Илбада,милость,
Илхам,интуиция,
Имаг,вера,
Имтизаль,смирение,
Инайя,забота,
Инам,доброта,
Инас,общительность,
Инсаф,справедливость,
Интисар,триумф,
Иса,щедрая,
Исад,приносящая радость,
Исар,обворожительная,
Исаф,облегчение,
Исма,чистота,
Исра,ночное странствие,
Истила,согласие,
Итаф,часы,
Итидаль,прямота,
Итимад,доверие,
Ифтикар,мысль,
Ифтикхар,гордость,
Иффа,целомудренная,
Ихлас,искренность,
Ишрак,сияние,
Ишфак,сострадание,
Кавакиб,приверженец,
Кавзар,райская река,
Кавкаб,приверженец,
Кала,замок,
Калас,чистота,
Калила,возлюбленная,
Камила,совершенная,
Кантара,мостик,
Карам,щедрость,
Карида,нетронутая,
Карима,щедрая,
Кифа,борьба,
Кульзум,дочь Пророка,
Лабиба,чувственная,
Лазим,необходимая,
Лайали,ночь,
Лайан,нежная,
Лам,сверкание,
Лама,темнота губ,
Ламис,нежнаяна,
Ламия,сияние,
Латифа,нежная,
Лафтия,нежная,
Лейла,рожденная ночью,
Лина,нежность,
Лубаб,лучшая половинка,
Лубаба,сокровенная суть,
Лубан,сосна,
Лубана,желание,
Лублуба,нежная,
Лубна,вид дерева,
Луджайн,серебро,
Луджья,великая глубина,
Лулу,жемчужина,
Лулуа,жемчуг,
Луна,финиковая пальма,
Рената,обновленная,
Фавза,успех,
Фавзийя,успешная,
Фадва,самопожертвование,
Фаджр,рассвет,
Фадила,добродетельная,
Фадрийя,спасительница,
Фазийя,начало,
Фаиза,победительница,
Фаика,превосходная,
Фаина,превосходная,
Файза,ароматная,
Файруз,турчанка,
Факрийя,пользующаяся почетом,
Фалак,звезда,
Фанан,триветви,
Фара,радость,
Фарида,единственная,
Фариза,арка,
Фарина,счастливая,
Фарха,живость,
Фархана,счастливая,
Фатима,дочь Пророка,
Фатин,изумительная,
Фауз,победа,
Фахда,самка леопарда,
Фахима,культурная,
Фелла,арабский жасмин,
Фида,искупление,
Фидда,серебро,
Фикрийя,умная,
Фирдаус,высочайший,
Фирьял,древне арабское имя,
Фурат,сладкая вода,
Футун,очаровательная,
Хабиба,возлюбленная,
Хава,женщина от имени Ева,
Хавада,приятная,
Хавазин,название одного,
Хавла,олениха,
Хавра,яркие глаза,
Хаджар,имя жены Пророка  Ибрагима,
Хадижа,первая жена,
Хадийя,спокойная,
Хадиль,подобная голубке,
Хазар,соловей,
Хаифа,стройная,
Хайед,движение,
Хайрийя,добродетельная,
Хайуд,гора,
Хайя,жизнь,
Хайям,обезумевшая,
Хала,сладость,
Халах,сияние,
Халида,бессмертная,
Халима,нежная,
Халиса,искренняя,
Хамдийя,та которая усердно молится,
Хамида,достойная похвалы,
Хана,счастье,
Ханаан,милосердие,
Ханийя,счастливая,
Ханин,сильное желание,
Ханифа,истинно верующая,
Хания,благословение,
Хасиба,уважаемая,
Хасна,красивая,
Хафа,тихий дождь,
Хафза,защищенная,
Хафиза,заботливая,
Хафса,жена Пророка,
Хесса,судьба,
Хиба,подарок,
Хидайя,направляющая,
Хиджра,путешествие Пророка,
Хийям,любовь,
Хикма,мудрость,
Хинд,древне арабскоеимя,
Хитам,вывод,
Хубаб,цель,
Хувайда,нежная,
Худа,правильное направление,
Худун,успокоение,
Хузама,лаванда,
Хулуд,бессмертие,
Хулья,драгоценность,
Хума,птица,
Хумайра,краснощекая,
Хунайда,уменьшительное от Хинд,
Хур,райская девственница,
Хури,райская девственница,
Хурийя,ангел,
Хусн,красавица,
Хусна,самая красивая,
Хуснийя,красивая,
Хутун,дождевые облака,
Абан,старое арабское имя,
Аббас,суровый,
Абдельджаффар,раб Всепрощающего,
Абделькарим,раб Великодушного,
Абдулла,раб Божий,
Абдульазиз,раб Драгоценного,
Абдульазым,раб Великого,
Абдульалим,раб Всезнающего,
Абдульбари,раб Создателя,
Абдульвахид,раб Единого,
Абдульджалиль,раб Величественного,
Абдулькадир,раб Всемогущего,
Абдулькарим,раб Щедрого,
Абдулькахар,раб Господствующего,
Абдульмаджид,раб Преславного,
Абдульмалик,раб Владыки,
Абдульматин,раб Сильного,
Абдульмуталь,раб Высочайшего,
Абдульфарид,раб Несравненного,
Абдульфатах,раб Открывающего,
Абдульхади,раб Ведущего,
Абдульхак,"раб Истинного,",
Абдульхаким,раб Мудрого,
Абдульхалик,раб Творца,
Абдульхамид,раб Достойного,
Абдунасер,раб Дарующего,
Абдураззак,раб Дарующего,
Абдуррахим,раб Всемилосердного,
Абдуррахман,раб Всемилостивого,
Абдуррашид,раб Направляющего,
Абдусалям,раб Миротворящего,
Абдусамад,раб Вечного,
Абдутавваб,раб Принимающего,
Абудьгафар,раб Всепрощающего,
Адиль,справедливый,
Азиз,дорогой,
Акбар,величайший,
Аладдин,высота Божественной,
Али,высокий,
Алим,всезнающий,
Алишер,тигр Али,
Альабас,суровый,
Амин,верный,
Амир,приказывающий,
Ариф,начальник,
Асад,лев,
Афдал,блаженный,
Ахмад,самыйславный,
Ашраф,самый благородный,
Аюб,преследуемый,
Баттал,герой,
Вали,покровитель,
Вахид,единый,
Гамаль,красивый,
Ганий,богатый,
Гасан,красивый,
Гафур,прощающий,
Гаффар,всепрощающий,
Гусейн,красивенький,
Дамир,железо,
Данияль,Бог мой,
Дауд,возлюбленный,
Джалиль,величественный,
Джамалутдин,краса Божественной,
Джамаль,красота,
Джамиль,прекрасный,
Джохар,драгоценность,
Джума,день молитвы,
Зейд,прибавляющий,
Зияуддин,сияние Божественной,
Зияульхакк,сияние Истины,
Ибрагим,пророк,
Измаил,услышанный Богом,
Икрам,почет,
Иман,вера,
Инсар,победитель,
Иса,Бог спасет,
Ислам,покорность,
Исхак,смеющийся,
Кабир,большой,
Кадир,могучий,
Казим,молчаливый,
Камаледдин,совершенство Божественной,
Камиль,совершенство,
Кариб,родственник,
Карим,щедрый,
Касим,разделяющий,
Маариф,известный,
Мавлюд,рожденный,
Маджид,славный,
Максуд,желанный,
Малик,владеющий,
Мансур,даруемый победой,
Махкам,сильный,
Махмуд,хвалимый,
Мумин,верующий,
Мурад,желанный,
Муса,ребенок,
Муслим,покорившийся воле,
Мустафа,избранный,
Муталиб,истец,
Мухаммед,хвалимый Богом,
Мухитдин,оживляющий веру,
Мухтар,избранный,
Наби,пророк,
Наджиб,благородный,
Наджмуддин,звезда Божьей,
Назир,предупреждающий,
Назым,честный,
Назыф,чистый,
Насреддин,победа Божьей,
Насыр,помогающий,
Нурсултан,свет султана,
Нуруддин,свет Божественной,
Омар,жизнь,
Осман,вчесть,
Рад,гром,
Раза,удовлетворенность,
Раис,начальник,
Рамадан,поназванию,
Расул,посланник,
Рауф,милосердный,
Рафик,добрый,
Рахат,отдых,
Рахим,милосердный,
Рахман,милосердный,
Рашад,здравомыслящий,
Рашид,благоразумный,
Ренат,обновленный,
Ризван,удовлетворение,
Рияз,луга,
Рошан,свет,
Руслан,лев,
Сабир,терпеливый,
Саддам,тот кто противостоит,
Садык,искренний,
Саид,счастливый,
Сайдулла,мой господин,
Сакхр,твердая скала,
Салават,молитва,
Салим,здоровый,
Салих,благочестивый,
Самир,компаньон,
Сани,роскошный,
Сафар,по названию 2-го месяца мусульманского календаря,
Сафир,посол,
Сафиулла,Божественная чистота,
Сейдулла,мой господин,
Сейид,мастер,
Сейфуддин,меч Божественной,
Сейфул,меч,
Сейфулла,меч Бога,
Сулейман,мирный,
Султан,властитель,
Тагир,чистый,
Талиб,требующий,
Убайдулла,маленький раб,
Умар,жизнь,
Файзулла,доблесть Бога,
Фарид,несравненный,
Фейсал,судья,
Хабибулла,возлюбленный Богом,
Хаким,мудрец,
Халиль,возлюбленный Богом,
Халим,кроткий,
Халифа,халиф,
Хамид,достойный похвалы,
Хамидулла,достойный похвалы,
Ханна,Бог милует,
Харун,имя первосвященника,
Хасан,красивый,
Хассан,очень красивый,
Хафиз,хранитель,
Хикмет,мудрость,
Хусейн,красивый,
Шакур,благодарный,
Шамиль,обширный,
Шамси,солнечный,
Шамсуддин,солнце,
Шарафуддин,возвышающий веру,
Шариф,благородный,
Шихабуддин,звёздный поток,
Юнус,голубь,
Юсеф,Бог,
Язид,увеличивающий,
Якуб,пятка,
Яман,плохой,
Ясин,одно из имен Пророка,
Абиг,воспевающий,
Абидеми,рожденный,
Абимбола,рожденный,
Абиой,рожденный,
Абрафо,воин,
Абубакар,благородный,
Адебоуол,король вернулся,
Адегоук,король велик,
Адетоканбо,король прибыл,
Адио,благочистивый,
Адиса,тот кто не сомневается,
Азубуик,спина,
Айко,благочистивый,
Амади,мертво рожденный,
Анан,четвертый рожденный,
Арапмои,сын войны,
Асита,Бог солнца,
Афолаби,рожденный,
Баако,рожденный первым,
Бабаджайд,отец снова,
Бабатанд,отец возвратился,
Бадд,ночь,
Бамидел,следуй за мной,
Бапото,рожденный,
Бараса,рожденный,
Боваддин,большая собака,
Бозед,рожденный,
Боипело,гордый,
Боипузо,свобода,
Боитумело,радость,
Бокари,подающий надежды,
Бомани,боец,
Бонгани,благодарный,
Бохлэйл,мудрость,
Буджьюн,горе,
Бузиба,глубоководный,
Буру,бык,
Бутанназиба,рожденный вечером,
Бхекизита,неупускающий,
Векеса,рожденный,
Газини,кровь,
Гакэру,шпион,
Гамюка,второй,
Ганджу,дикий кот,
Гатера,известный,
Гачи,маленькая река,
Гвала,трус,
Гвандоя,испытывающий страдания,
Гвембеш,кривоногий,
Годлумтакати,сдерживающий волшебство,
Готто,сокрушенный,
Гугу,сокровище,
Дабуламанзи,разделитель воды,
Дакарэй,счастье,
Дед,кузнечик,
Делмар,море,
Джебхуза,меченосец,
Джелани,могущественный,
Дженго,строитель,
Джеро,жестокий,
Джикони,птица,
Джитинджи,мясник,
Джитуку,хитрый,
Джумаан,рожденный,
Домевло,знает истинную,
Дубаку,одиннадцатый рожденный,
Думизани,прославлавный,
Думиса,случайный гром,
Дуна,глава,
Дьюб,зебра,
Дэйо,радость прибывает,
Зикимо,великий,
Зубери,сильный,
Зэмба,доверие,
Идоуу,рожденный,
Изингома,первый,
Изоба,прогуливающийся медленно,
Изок,волосатый,
Изуба,прогуливающийся медленно,
Имаму,духовный гид,
Иму,сумрак,
Камо,тихий воин,
Катлего,успех,
Като,второй,
Кашил,скрытый,
Квабена,рожденный,
Квадво,рожденный,
Кваку,рожденный,
Квам,рожденный,
Кваси,рожденный,
Квези,рожденный,
Квеку,рожденный,
Кгози,руководитель,
Кернилс,трубач,
Кефилв,данный,
Кибв,благословляемый,
Кинизела,упорный,
Кирабо,подарок,
Кобина,рожденный,
Кобэ,черепаха,
Коджо,рожденный,
Кофи,рожденный,
Кэйод,приносящий радость,
Лузала,кнут,
Мазози,слезы,
Мвенай,владелец,
Мелизизв,лидер нации,
Мози,перворожденный,
Мудива,возлюбленный,
Мунаш,с Богом,
Мэйтата,нарушитель спокойствия,
Нгози,благословение,
Ндиди,терпение,
Нео,подарок,
Нкемдилим,навсегда мой,
Нкозана,принц,
Нкрума,девятый рожденный,
Ннамди,назван в честь деда,
Нсия,шестой рожденный,
Нсоноуа,седьмой рожденный,
Нтанда,звезда,
Оби,сердечный,
Одхиамбо,рожденный,
Олабоуд,возвращающий богатство,
Оланреуоджу,мое богатство,
Олуджими,данный Богом,
Олукэйод,Бог приносит,
Олумайд,Бог прибывает,
Олууосегун,Бог,
Олууосей,Бог сделал,
Олууосеун,благодарственный,
Олууотойин,Бог достоен,
Олуфеми,Бог любит,
Олучи,работа Бога,
Ониекачукву,кто величественнее чем Бог,
Оотви,рожденный восьмым,
Опеиеми,восхваляемый,
Отино,рожденный вечером,
Очинг,рожденный,
Пакистанце,свидетель,
Пич,алмазный,
Рефилв,дарованый,
Рудо,любовь,
Рунако,привлекательный,
Рутендо,вера,
Саед,счастливый,
Саманья,неизвестный,
Сизв,нация,
Сизэмбайл,Доверительный,
Симба,лев,
Ситшвэйо,оклеветанный,
Сифо,подарок,
Табо,радость,
Таонга,благодарный,
Тафадзва,радостный,
Тафари,внушающий страх,
Тейтнда,спасибо,
Тинаш,Бог,
Тичаона,мы будем видеть,
То,лев,
Удо,мирный,
Узома,следующий правильнным,
Узочи,путь Бога,
Унати,Бог,
Уоссва,первый,
Фамб,виверра,
Фангэй,мыслитель,
Фарадж,улучшенный,
Фарэй,радость,
Феми,Бог любит,
Фирун,дождь,
Фолами,уважай,
Фуду,черепаха,
Фулазэла,поворот назад,
Ффамб,виверра,
Хамизи,рожденный,
Хлатшвэйо,тот кому наносят удар,
Хлелайл,измененный,
Хленджив,спасенный,
Чакайд,ласка,
Чибуез,Бог,
Чибузо,Бог,
Чидженда,путешественник,
Чиди,Бог существует,
Чидибер,Бог милосерден,
Чидубем,Богом,
Чизоба,Бог защищает,
Чилонгола,первенец,
Чима,знает Бога,
Чимека,Бог совершает,
Чимола,разрушитель,
Чинв,есть Бог,
Чинвенду,Бог живет,
Чинг,создатель,
Чинеду,Бог ведет,
Чиратидзо,символ,
Читемо,топор,
Чиумбо,маленький,
Чуквуемека,Бог создал,
Эйо,радость,
Эйодел,радость пришла,
Эйоканл,радость заполнила,
Эйомайд,радость пришла,
Эйотанд,радость возвратилась,
Экандэйо,горе становится,
Эквуем,говорящий,
Экенедиличукву,всяпохвала,
Экин,похвала,
Эмека,великие дела,
Энайола,богатый,
Эниинная,друг,
Энитан,человек истории,
Эну,пятый рожденный,
Яв,родившийся,
Абангу,из леса,
Абена,рожденная,
Абени,та которую ждали,
Абойо,тратящая время,
Абуто,скрытая,
Агак,ястреб,
Агванг,волк,
Агот,гора,
Адаез,дочь короля,
Аданна,дочь отца,
Аданная,дочь отца,
Адвар,охотница,
Адджоа,рожденная,
Адебоуол,королева вернулась,
Адед,кузнечик,
Адеола,корона чести,
Аджамбо,рожденная вечером,
Аджиамбо,рожденная днем,
Аджуога,доктор,
Адонго,вторая,
Адуоа,рожденная,
Адуор,рожденная,
Адхиамбо,рожденная вечером,
Адхок,рожденная вперед,
Айна,трудное рождение,
Акелло,рожденная,
Акеч,рожденная,
Акиний,рожденная утром,
Акозуа,рожденная,
Акоко,шумящая,
Акуа,рожденная,
Алаба,рожденная,
Алала,потерянная,
Ама,рожденная,
Амади,радость,
Амака,красивая,
Амбала,шрам,
Анан,четвертый рожденный,
Аниим,сезам,
Аньян,крокодил,
Апайо,первая,
Апанда,ослица,
Апиио,первая,
Апудо,жирная,
Атаро,загадка,
Атино,рожденная ночью,
Атич,труженица,
Афия,рожденная,
Афуа,рожденная,
Ачинг,рожденная,
Ашанти,название этнической,
Баако,рожденная сначала,
Бабирай,первая,
Бахати,везунчик,
Боипело,гордая,
Боитумело,радость,
Боланайл,богатство,
Болэйд,пришедшая,
Гбемизола,несите меня,
Дадаизма,вьющиеся волосы,
Дамбадзо,неприятность,
Дед,кузнечик,
Дикеледи,слезы,
Дубаку,одиннадцатый рожденный,
Дэйо,радость прибывает,
Еджайд,изображение матери,
Ези,рожденная,
Еуонд,мать возвратила,
Зери,красивая,
Зола,спокойная,
Зэмба,вера,
Идж,рожденная,
Идоуу,рожденная,
Имани,вера,
Ифе,любовь,
Каджисо,мирная,
Камария,каклуна,
Канто,третий ребенок,
Катлего,успех,
Кефилв,данная,
Кирабо,подарок,
Клеопатра,слава отца,
Кхикиза,выросшая девочка,
Лезеди,легкий,
Линдайв,долгожданная,
Лумузи,рожденная,
Лунджил,хорошая,
Мазего,благословение,
Мазози,слезы,
Макхамба,полюбовная,
Маньяра,униженная,
Марджани,коралл,
Мванаджума,рожденная,
Мейкна,счастливая,
Миремб,мирная,
Моджизола,осознайте богатство,
Монифа,удачливая,
Мудива,возлюбленная,
Мунаш,с богом,
Накато,вторая,
Нгози,благословение,
Ндиди,терпение,
Нео,подарок,
Нетелефон,мать красоты,
Ния,цель,
Нкемдилим,навсегда мой,
Нкечи,бог дал,
Нкиру,лучшее еще впереди,
Нкирука,лучшее еще впереди,
Нкозазана,принцесса,
Нкрума,девятый рожденный,
Нозизв,мать нации,
Номуса,милосердная,
Нсия,шестой рожденный,
Нсоноуа,седьмой рожденный,
Нтанда,звезда,
Нтомби,леди,
Ньярэй,смирение,
Ньях,цель,
Оджечи,время бога,
Оджечуквукама,время бога,
Озумэйр,радуга,
Оити,выброшенная,
Оламайд,богатство прибыло,
Ололара,рожденная,
Олууосеий,бог сделал,
Олууотойин,бог достоен,
Олууофанмилэйо,бог дал,
Олуфанмилола,бог дает,
Олуфанмилэйо,бог дал,
Олучи,работа бога,
Олэйинка,богатство окружает,
Они,рожденная,
Ониека,кто больше чем бог,
Ониекачукву,кто больше чем бог,
Оотви,рожденная восьмой,
Оуор,жадная,
Пич,алмазная,
Рамбидзэй,похвала,
Рамла,предсказательница,
Рефилв,данная,
Рудо,любовь,
Рутендо,вера,
Руфаро,счастье,
Саалиндж,я не выслеживаю,
Саманья,неизвестная,
Сетунья,расцвет,
Сибонакализо,признак,
Сизэмбайл,доверчивая,
Симизола,отдых,
Сода,темнолицая,
Ссаню,радость,
Субира,терпение,
Тандайв,любовь,
Таонга,мы,
Тапива,данная,
Тафадзва,радостная,
Тейтнда,спасибо,
Темитоуп,достаточно благодарить,
Тендэй,благодарная,
Тинаш,бог,
Титилэйо,вечное счастье,
Тшолофело,надежда,
Удо,мирная,
Узома,следует верной,
Унати,бог,
Уорнеш,похожа на золото,
Фамнанья,любите меня,
Фераха,счастье,
Фунанья,любовь,
Чайома,бог,
Чиамака,бог,
Чибуез,бог,
Чибузо,бог,
Чидибер,бог,
Чидимма,бог замечателен,
Чизоба,бог защищает,
Чика,бог,
Чиназа,бог ответственен,
Чинв,она и есть бог,
Чинвенду,бог жив,
Чинеду,бог ведет,
Чипо,подарок,
Эбел,доброта,
Эйира,избранная,
Эйо,радость,
Эйодел,радость пришла,
Эйомайд,моя радость,
Эйотанд,радость вернулась,
Эйу,рожденная,
Экандэйо,горе становится,
Экенедиличукву,вся похвала,
Экин,похвала,
Экуа,рожденная,
Энайола,богатая,
Эну,пятая рожденная,
Эфуа,рожденная,
Эш,жизнь,
Яа,родившаяся,
Ашандра,мечтательная,
Бришонна,счастливая,
Вэйкиша,счастливая,
Гленнеша,единственная,
Дарлонна,драгоценная,
Зазалеша,забавная,
Кашондра,яркая,
Латония,богатая,
Натоша,родная,
Рошумба,прекрасная,
Синтрилла,общительная,
Такейя,известная,
Чалис,влюбленная,
Шармоники,очаровательная,
Альтариус,сияющая звезда,
Арнитан,с орлиным взглядом,
Вандун,мистический,
Гарлемм,танцор,
Дайнелл,моряк,
Дайрон,любящий море,
Дантре,заслуживающий доверия,
Дантрелл,пылкий,
Авигея,радость,
Азарья,Бог,
Амацья,Бог,
Анна,милость,
Ахазьяху,Бог,
Двора,пчела,
Ева,живая,
Захарья,Бог,
Илия,мой бог Яхве,
Йехонья,Бог,
Йехошафат,Бог,
Йехошуа,Господь,
Йехояким,Бог,
Йехуда,восхвалю Господа,
Йицхак,смеющийся,
Йона,голубь,
Йоханан,Бог,
Йошияху,Бог,
Йоэль,Господь,
Мария,любимая,
Нафтали,спор,
Нехора,свет,
Ошеа,спасение,
Рут,дружелюбная,
Фамарь,смоковница,
Хаггай,мой,
Хана,благодать,
Хизкияху,Бог,
Цемах,растение,
Цефания,защищенная,
Элиша,Бог,
Элияху,Бог,
Элкана,Бог,
Авдон,слуга,
Авиад,Отец,
Авигея,радость,
Авимелех,Отец,
Авиям,Отец,
Адам,земля,
Азарья,Бог,
Амацья,Бог,
Амон,Бог,
Амос,несущий,
Андрей,мужественный,
Анна,милость,
Аристарх,наилучший,
Аса,исцеляющий,
Ахазьяху,Бог,
Ахарон,просвещенный,
Барак,блеск,
Биньямин,любимый,
Гад,счастье,
Голиаф,голова,
Давид,любимый,
Дан,судья,
Даниэль,судил меня Бог,
Двора,пчела,
Ева,живая,
Екклесиаст,старик,
Елеазар,Бог,
Ефан,постоянство,
Захарья,Бог,
Звулун,обитель,
Иедидиа,любимец,
Иеровоам,народ,
Илия,мой,
Иоанн,милость,
Иоафам,Яхве,
Иоиль,Яхве,
Ионафан,Яхве,
Иосиф,прекрасный,
Иссахар,возмездие,
Ифтах,Освободитель,
Йефет,да распространит Бог,
Йехонья,Бог,
Йехошафат,Бог,
Йехошуа,Господь,
Йехояким,Бог,
Йехуда,восхвалю  Господа,
Йешаяху,Бог,
Йинон,пребудет,
Йирмеяху,Бог,
Йисраэль,борющийся,
Йицхак,смеющийся,
Йоаш,Бог,
Йоец,советник,
Йона,голубь,
Йорам,Бог,
Йосеф,Он  прибавит,
Йотам,Бог,
Йоханан,Бог,
Йошияху,Бог,
Йоэль,Господь,
Каин,кузнец,
Кефа,камень,
Лаван,белый,
Лазарь,Бог,
Левий,привязанность,
Малахи,посланник,
Мария,любимая,
Матфей,дар,
Михаил,кто как Бог,
Михаил,кто как Бог,
Моше,вожак,
Натан,Бог,
Нафтали,спор,
Нахум,утешитель,
Нехора,свет,
Нецер,ветвь,
Ноах,покой,
Отниэль,лев,
Ошеа,спасение,
Пеле,чудный,
Потифар,принадлежащий,
Пуд,стыдливый,
Рахав,широкий,
Реувен,увидел,
Рехавам,народ,
Рут,дружелюбная,
Савл,вымоленный,
Самсон,солнце,
Соломон,мирный,
Тадай,хвала,
Тома,близнец,
Фамарь,смоковница,
Филипп,любящий,
Флегонт,пылающий,
Фортунат,удачливый,
Хаваккук,обнимающий,
Хаггай,мой праздник,
Хам,горячий,
Хана,благодать,
Ханох,благородное,
Хизкияху,Бог,
Цемах,растение,
Цефания,защищенный,
Цидкияху,Бог,
Шауль,выпрошенный,
Шило,примиритель,
Шимон,услышанный,
Шимшон,солнечный,
Шломо,мирный,
Шмуэль,услышанный,
Шореш,корень,
Элиша,Бог,
Элияху,Бог,
Элкана,Бог,
Элон,дуб,
Эхуд,объединенный,
Яаков,хитрый,
Айордан,текущий вниз,
Александр,защитник человечества,
Андон,неоценимый,
Андрей,воин,
Апостол,апостол,
Асен,здоровый,
Атанас,бессмертный,
Богдан,подарок бога,
Богомил,милость бога,
Боджидар,божественный подарок,
Божидар,божественный подарок,
Борислав,слава сражения,
Бранимир,защита,
Вазил,король,
Гаврил,сильный человек,
Гаврэйл,сильный человек,
Дамьян,приручающий,
Данэйл,бог,
Дезислав,слава,
Джорджи,земледелец,
Димитар,любящий землю,
Живко,живой,
Захари,бог помнит,
Иван,бог добрый,
Ивэйло,волк,
Илия,бог,
Илья,бог,
Илья,бог,
Иоан,бог добрый,
Иозиф,прибавляющий,
Иордан,текущий вниз,
Калоян,красивый,
Карлиман,человек,
Кирил,лорд,
